addressid,customer_city,customer_country,customer_state,customer_zipcode,customer_streetname,customer_streetnumber
464,Brooklyn,USA,NY,11223,Bright Lagoon Trail,1356
465,Oxnard,USA,CA,93033,Harvest Hills Grove,8874
466,Madison,USA,WI,53704,Rocky Pine Bank,7790
467,Philadelphia,USA,PA,19111,Silent View,1872
468,Aurora,USA,IL,60506,Lost Treasure Pointe,4145
469,San Diego,USA,CA,92126,Clear Key,8189
470,Caguas,Puerto Rico,PR,725,Harvest Dale,2749
471,Houston,USA,TX,77093,Silent Mews,7596
472,Caguas,Puerto Rico,PR,725,Heather Cloud Circle,92
473,Caguas,Puerto Rico,PR,725,Sleepy Fox Estates,4074
474,Manati,Puerto Rico,PR,674,Clear Highway,9202
475,Irving,USA,TX,75060,Easy Hollow,7475
476,Caguas,Puerto Rico,PR,725,Clear Jetty,9992
477,Cerritos,USA,CA,90703,Harvest Highlands,7509
478,Lancaster,USA,PA,17602,Old Wood,9627
479,Elgin,USA,IL,60123,Foggy Island Impasse,1187
480,Chicago,USA,IL,60620,Hazy Bank,8022
481,Santa Ana,USA,CA,92707,Thunder Spring Isle,2877
482,Smyrna,USA,GA,30080,Green Berry Gate,7790
483,Honolulu,USA,HI,96822,Amber Lake Terrace,4728
484,Caguas,Puerto Rico,PR,725,Emerald Nook,5958
485,Caguas,Puerto Rico,PR,725,Bright Cider Byway,3282
486,Detroit,USA,MI,48205,Cozy Spring Farms,403
487,South Richmond Hill,USA,NY,11419,Misty Anchor Close,6956
488,Saint Paul,USA,MN,55112,Sunny Cider Route,3890
489,Plainfield,USA,IL,60544,Stony Log Run,1991
490,San Antonio,USA,TX,78250,Velvet Turnabout,7694
491,Caguas,Puerto Rico,PR,725,Burning Hills Corners,4182
492,Columbus,USA,OH,43207,Pleasant Maze,1102
493,Tampa,USA,FL,33624,Golden Bank,4294
494,San Benito,USA,TX,78586,Fallen Cider Ridge,8804
495,Caguas,Puerto Rico,PR,725,Hidden Village,7479
496,Hendersonville,USA,TN,37075,Heather Extension,9375
497,Piscataway,USA,NJ,8854,Sleepy Common,5707
498,Caguas,Puerto Rico,PR,725,Emerald Thicket,2781
499,Seattle,USA,WA,98115,Dusty Creek Place,8679
500,Wyoming,USA,MI,49509,Indian Elk Pathway,2963
501,Broomfield,USA,CO,80020,Cinder Dell ,4501
502,Caguas,Puerto Rico,PR,725,Cotton Crest,3278
503,Caguas,Puerto Rico,PR,725,Fallen Close ,6468
504,Brentwood,USA,NY,11717,Red Pathway,4599
505,Philadelphia,USA,PA,19148,Wishing Port,3481
506,Mount Pleasant,USA,MI,48858,Round Panda Towers,6257
507,New Albany,USA,IN,47150,Silver Valley,1621
508,Phoenix,USA,AZ,85008,Easy Turnabout,5561
509,Methuen,USA,MA,1844,Green Stead,4047
510,Phoenix,USA,AZ,85033,Heather Spring Wharf,8629
511,Caguas,Puerto Rico,PR,725,Silent Butterfly Inlet,1831
512,Ontario,USA,CA,91764,Wishing Bear Drive,7945
513,Caguas,Puerto Rico,PR,725,Rustic Autoroute,3796
514,Dallas,USA,TX,75228,Golden Wagon Pointe,2484
515,Bronx,USA,NY,10463,Sleepy Parkway,8212
516,Caguas,Puerto Rico,PR,725,Foggy Link,6035
517,Corona,USA,NY,11368,Quiet Grove Ramp,417
518,Chicago,USA,IL,60609,Misty Hills Round,1626
519,Caguas,Puerto Rico,PR,725,Lazy View Crest,7732
520,Strongsville,USA,OH,44136,Clear Fawn Byway,6887
521,Highland Park,USA,MI,48203,Hidden Apple Island,8247
522,Las Vegas,USA,NV,89103,Old Private,6595
523,Caguas,Puerto Rico,PR,725,Quiet Field,5284
524,Caguas,Puerto Rico,PR,725,Honey Trail,9627
525,Brooklyn,USA,NY,11218,Rustic Highlands,226
526,Caguas,Puerto Rico,PR,725,Fallen Berry Green,7585
527,Caguas,Puerto Rico,PR,725,Red Wagon Farms,4813
528,Philadelphia,USA,PA,19145,Middle Gate Quay,8546
529,Pekin,USA,IL,61554,Merry Forest Way,907
530,Lawrenceville,USA,GA,30044,High River Rise,1782
531,Pompano Beach,USA,FL,33068,Cotton Abbey,9882
532,New Bedford,USA,MA,2740,Dusty Crescent,1214
533,Los Angeles,USA,CA,90033,Indian Village,3927
534,Detroit,USA,MI,48205,Middle Bend,5490
535,Miami,USA,FL,33177,Fallen Embers Mall ,8187
536,Bartlett,USA,IL,60103,Fallen Trace,7129
537,Seattle,USA,WA,98115,Blue Diversion,2726
538,Caguas,Puerto Rico,PR,725,Broad Rabbit Common,9609
539,Chicago,USA,IL,60632,Dewy Ridge,5782
540,Escondido,USA,CA,92027,Round Creek Expressway,3298
541,Caguas,Puerto Rico,PR,725,Middle Berry Abbey,469
542,Tracy,USA,CA,95376,Shady Farms ,6075
543,Albany,USA,OR,97321,Lazy Hickory Impasse,4029
544,Holland,USA,MI,49423,Emerald Downs,2088
545,Caguas,Puerto Rico,PR,725,Merry Run,9624
546,Annapolis,USA,MD,21401,Broad Line,3891
547,Caguas,Puerto Rico,PR,725,Cotton Circle,2749
548,Diamond Bar,USA,CA,91765,Gentle Branch Meadow,1819
549,Houston,USA,TX,77036,Honey Range,3200
550,Lynwood,USA,CA,90262,Heather Quail Concession,437
551,Caguas,Puerto Rico,PR,725,Umber Island,659
552,Caguas,Puerto Rico,PR,725,Heather Orchard,338
553,Aurora,USA,IL,60504,Velvet Terrace,5399
554,Cleveland,USA,OH,44102,Middle Bay,5105
555,Caguas,Puerto Rico,PR,725,Hazy Beacon By-pass,3369
556,Baltimore,USA,MD,21215,Grand Leaf Townline,2476
557,San Diego,USA,CA,92104,Rustic Shadow Via,6887
558,Las Vegas,USA,NV,89108,Rustic River Thicket,1185
559,Watsonville,USA,CA,95076,Honey Fawn Bend,8830
560,Huntington Station,USA,NY,11746,Harvest Cloud Edge,6841
561,Bell Gardens,USA,CA,90201,Hazy Timber Lookout,1040
562,Caguas,Puerto Rico,PR,725,Gentle Hickory Concession,5348
563,Columbus,USA,OH,43229,Rustic Pine Canyon,4232
564,Miami,USA,FL,33186,Red Dale,3360
565,Caguas,Puerto Rico,PR,725,Wishing Line,1802
566,Caguas,Puerto Rico,PR,725,Amber Horse Grounds,1207
567,Las Vegas,USA,NV,89108,Stony Goose Drive,6553
568,Kent,USA,WA,98031,Heather Leaf Plaza,1557
569,San Bernardino,USA,CA,92410,Umber Front,9795
570,Oak Lawn,USA,IL,60453,Cotton Forest,9725
571,Buffalo,USA,NY,14215,Round Path,7651
572,Aurora,USA,IL,60506,Shady Nectar Cape,7291
573,Massapequa,USA,NY,11758,Green Grove Corner,2929
574,Caguas,Puerto Rico,PR,725,Heather Mall ,7731
575,Denver,USA,CO,80231,Misty Anchor Close,6956
576,Tustin,USA,CA,92780,Rustic Link,2122
577,San Pedro,USA,CA,90731,Rustic Carrefour,7701
578,Caguas,Puerto Rico,PR,725,Old Bank,9483
579,Aurora,USA,CO,80012,Easy Thicket,8297
580,Caguas,Puerto Rico,PR,725,Round Berry Swale,2839
581,Spring,USA,TX,77379,Heather Anchor By-pass,4958
582,Chicago,USA,IL,60645,Green Spring Ramp,9128
583,Cincinnati,USA,OH,45238,Cozy Goose Road,7573
584,Roseburg,USA,OR,97470,Burning Rise Route,5430
585,Porterville,USA,CA,93257,Broad Dale,8094
586,Broken Arrow,USA,OK,74012,Round Parkway,4148
587,Glendale,USA,AZ,85308,Cozy Autumn Trace,7441
588,Highland Park,USA,MI,48203,Wishing Willow Woods,9856
589,Pico Rivera,USA,CA,90660,Amber Moor ,690
590,Modesto,USA,CA,95351,Amber Key,9403
591,Caguas,Puerto Rico,PR,725,Hidden Glade,9671
592,Chicago,USA,IL,60629,Green Forest Mews,8247
593,Broken Arrow,USA,OK,74012,Quaking Zephyr Corner,6234
594,Brooklyn,USA,NY,11209,Blue Rise Hollow,2638
595,Santa Ana,USA,CA,92703,Jagged Dale Park,1801
596,Hialeah,USA,FL,33010,Pleasant Mount,6889
597,Caguas,Puerto Rico,PR,725,Middle Vale,6159
598,Dallas,USA,TX,75231,Fallen Key,2534
599,Caguas,Puerto Rico,PR,725,Round Mountain Falls,8824
600,Caguas,Puerto Rico,PR,725,Iron Hollow ,7957
601,Caguas,Puerto Rico,PR,725,Jagged Forest Subdivision,4992
602,Baytown,USA,TX,77520,Harvest Bay,660
603,Chicago,USA,IL,60647,Gentle Woods,2407
604,Colorado Springs,USA,CO,80906,Umber Horse Townline,9862
605,Poway,USA,CA,92064,Clear Bluff Carrefour,6150
606,Amarillo,USA,TX,79109,Silent Thicket,1099
607,Tampa,USA,FL,33624,Emerald Turnabout,6540
608,Jackson,USA,MI,49201,Sleepy Acres,9340
609,Indianapolis,USA,IN,46227,Quaking Bear Valley,4746
610,Brooklyn,USA,NY,11216,Merry Elk Centre,8927
611,Caguas,Puerto Rico,PR,725,Iron Park,9598
612,Los Angeles,USA,CA,90044,Lazy Quay,9437
613,Denver,USA,CO,80231,Pleasant Street,7105
614,Caguas,Puerto Rico,PR,725,Dewy Hollow,9383
615,Philadelphia,USA,PA,19139,Crystal Parade,7074
616,Sanford,USA,NC,27330,Crystal Hills Mount,5310
617,Cleveland,USA,OH,44130,Merry Farms,9765
618,Eugene,USA,OR,97405,Jagged Timber Chase,8172
619,Caguas,Puerto Rico,PR,725,Quiet Cider Lane,2744
620,Caguas,Puerto Rico,PR,725,Gentle Close,7906
621,Waipahu,USA,HI,96797,Velvet Extension,153
622,West Covina,USA,CA,91790,Harvest Deer Harbour,6889
623,Caguas,Puerto Rico,PR,725,Lazy Bluff Maze,8944
624,New Orleans,USA,LA,70117,Honey Gate,9375
625,Brooklyn,USA,NY,11209,Velvet Hickory Beach,381
626,Caguas,Puerto Rico,PR,725,Blue Wagon  Villas,7274
627,Lawrence,USA,MA,1841,Colonial Bluff Concession,7814
628,Caguas,Puerto Rico,PR,725,Broad Autumn Boulevard,5486
629,Caguas,Puerto Rico,PR,725,Dewy Apple Plaza,112
630,Caguas,Puerto Rico,PR,725,Dewy Key,7509
631,Philadelphia,USA,PA,19134,Bright Vista,2990
632,Strongsville,USA,OH,44136,Misty Court,9695
633,Caguas,Puerto Rico,PR,725,Red Passage ,8333
634,Albany,USA,OR,97321,Silver View,9
635,Caguas,Puerto Rico,PR,725,Lost Barn Expressway,8570
636,Chino Hills,USA,CA,91709,Wishing Landing,3495
637,Bismarck,USA,ND,58501,Middle Ridge,3358
638,Sugar Land,USA,TX,77478,Cinder Oak Island,6424
639,Houston,USA,TX,77084,Iron Pond Byway,186
640,Medina,USA,OH,44256,Stony Via,8333
641,El Cajon,USA,CA,92021,Rustic Dale,2831
642,Bayamon,Puerto Rico,PR,957,Hazy Close,4271
643,Caguas,Puerto Rico,PR,725,Noble Lagoon End,2757
644,Houston,USA,TX,77093,Pleasant Embers Park,2328
645,Caguas,Puerto Rico,PR,725,Velvet Lagoon Extension,7580
646,Daly City,USA,CA,94015,Misty Dale Vista,1052
647,Cerritos,USA,CA,90703,Grand Fox Road,3856
648,San Jose,USA,CA,95111,Sleepy Townline,599
649,Columbus,USA,OH,43230,Heather Treasure Place,1663
650,Conway,USA,AR,72032,Quiet Mall ,7786
651,Vega Baja,Puerto Rico,PR,693,Tawny Zephyr Cape,3033
652,Washington,USA,PA,15301,Little Ledge,3361
653,Algonquin,USA,IL,60102,Rustic View,4560
654,Caguas,Puerto Rico,PR,725,Gentle Crossing,8808
655,Caguas,Puerto Rico,PR,725,Shady Bay,6076
656,Caguas,Puerto Rico,PR,725,Blue Highway,6199
657,Caguas,Puerto Rico,PR,725,Burning Pine Wynd,1491
658,Las Vegas,USA,NV,89103,Quaking Stead,7464
659,Lancaster,USA,CA,93536,Iron Goose Bend,1223
660,Fairfield,USA,OH,45014,Fallen Pine Field,1780
661,Olathe,USA,KS,66062,High Row,4226
662,Saint Louis,USA,MO,63136,Honey Mount,4381
663,Caguas,Puerto Rico,PR,725,Colonial Centre,7394
664,Frankfort,USA,KY,40601,Clear Mountain Abbey,6077
665,Caguas,Puerto Rico,PR,725,Stony Passage,4895
666,Caguas,Puerto Rico,PR,725,Grand Elk Trace,9861
667,Los Angeles,USA,CA,90065,Middle Hill,3760
668,Greeley,USA,CO,80631,Merry Autoroute,7773
669,Detroit,USA,MI,48235,High Heights ,7538
670,Bend,USA,OR,97701,Quaking Stead,4788
671,Alpharetta,USA,GA,30022,Umber End,7763
672,Hollister,USA,CA,95023,Colonial Rabbit Thicket,68
673,Caguas,Puerto Rico,PR,725,Middle Knoll,3018
674,Caguas,Puerto Rico,PR,725,Tawny Zephyr Terrace,1800
675,Los Angeles,USA,CA,90007,Amber Spring Pointe,1122
676,Riverside,USA,CA,92509,Umber View,1411
677,Waukegan,USA,IL,60085,Wishing Log Boulevard,7282
678,Brooklyn,USA,NY,11208,Umber Woods,2410
679,Caguas,Puerto Rico,PR,725,Pleasant Place,3327
680,Caguas,Puerto Rico,PR,725,Cotton Barn Falls,4380
681,Caguas,Puerto Rico,PR,725,Harvest Round,5261
682,Canton,USA,MI,48187,Middle Bend,5847
683,Caguas,Puerto Rico,PR,725,Red Wagon  Farms,4813
684,Toa Alta,Puerto Rico,PR,953,Merry Moor,8736
685,Caguas,Puerto Rico,PR,725,Broad Forest ,8621
686,Fairfield,USA,CA,94533,Misty Goose Townline,79
687,Lutz,USA,FL,33549,Shady Forest,229
688,Greeley,USA,CO,80631,Clear Bear Falls,1846
689,Longview,USA,WA,98632,Fallen Parkway ,8055
690,Carolina,Puerto Rico,PR,983,Misty Blossom Farm,6032
691,Caguas,Puerto Rico,PR,725,Harvest Gate,2261
692,Greenville,USA,NC,27834,Burning Dale Mountain,7258
693,Lancaster,USA,CA,93535,Tawny Crescent,5485
694,Louisville,USA,KY,40214,Easy Turnabout,3112
695,Caguas,Puerto Rico,PR,725,Pleasant Promenade,7092
696,Oceanside,USA,CA,92054,Silver Treasure Loop,8205
697,Dearborn,USA,MI,48126,Quiet Downs,1320
698,Caguas,Puerto Rico,PR,725,Honey Carrefour,4524
699,Fresno,USA,CA,93720,Red Quay,9605
700,Caguas,Puerto Rico,PR,725,Colonial Cape,4852
701,Saint Louis,USA,MO,63123,Red Dale,1491
702,Taylor,USA,MI,48180,Noble Pike,1325
703,Caguas,Puerto Rico,PR,725,Round Gardens,3032
704,Raleigh,USA,NC,27610,Quaking Creek Trail,8916
705,North Las Vegas,USA,NV,89030,Hidden Island Hollow,5401
706,Brooklyn,USA,NY,11219,Sleepy Hollow,5485
707,Caguas,Puerto Rico,PR,725,Silver View,9
708,Caguas,Puerto Rico,PR,725,Velvet Common,2676
709,Caguas,Puerto Rico,PR,725,High Butterfly Bank,1637
710,Middletown,USA,OH,45044,Rocky Forest Place,5855
711,Cary,USA,NC,27511,Tawny Cloud Port,6447
712,Caguas,Puerto Rico,PR,725,Heather Autumn Beach,3919
713,Caguas,Puerto Rico,PR,725,Tawny Elk Concession,6183
714,Carlisle,USA,PA,17013,Cotton Vista,1111
715,Washington,USA,DC,20009,Noble Dale Pines,431
716,Caguas,Puerto Rico,PR,725,Umber View Farms,4647
717,Lenoir,USA,NC,28645,Lost Berry Bank,1870
718,Kaneohe,USA,HI,96744,Lazy Lookout,8261
719,Ewa Beach,USA,HI,96706,Gentle Woods,2407
720,College Station,USA,TX,77840,Lazy Autumn Park,8036
721,Greeley,USA,CO,80631,Indian Circuit ,7168
722,Caguas,Puerto Rico,PR,725,Golden Villas,3178
723,Harvey,USA,IL,60426,Blue Brook Acres,3593
724,Elgin,USA,IL,60120,Red Farms,7231
725,Caguas,Puerto Rico,PR,725,Hidden Acres,2912
726,Plano,USA,TX,75023,Iron Embers View,6629
727,Caguas,Puerto Rico,PR,725,Dewy Nook,8460
728,Chicago,USA,IL,60618,Misty Plaza,1804
729,Caguas,Puerto Rico,PR,725,Wishing Front,6174
730,Caguas,Puerto Rico,PR,725,Honey Glade,5824
731,Caguas,Puerto Rico,PR,725,Middle Spring Centre,4097
732,Riverside,USA,CA,92504,Thunder Campus ,5477
733,Caguas,Puerto Rico,PR,725,Cinder Crest,3926
734,Caguas,Puerto Rico,PR,725,Amber Wood,1235
735,Bakersfield,USA,CA,93304,Rocky Highlands,2425
736,Henrico,USA,VA,23233,Dusty Glade,2167
737,Caguas,Puerto Rico,PR,725,Golden Grove Ramp,29
738,Huntington Beach,USA,CA,92647,Foggy Acres,2407
739,Woodbridge,USA,VA,22193,Dusty Drive,5883
740,Longmont,USA,CO,80501,Gentle Dale Pointe,2731
741,Caguas,Puerto Rico,PR,725,Bright Park,5078
742,Quincy,USA,IL,62301,Blue Lane,8460
743,Florissant,USA,MO,63031,Cotton Sky Glen,182
744,Caguas,Puerto Rico,PR,725,Old Pathway,2966
745,Caguas,Puerto Rico,PR,725,Indian Nook,9138
746,Diamond Bar,USA,CA,91765,Grand Alley,1987
747,Caguas,Puerto Rico,PR,725,Emerald Glade,8771
748,Fond Du Lac,USA,WI,54935,Crystal Centre,3193
749,Caguas,Puerto Rico,PR,725,Clear Robin Limits,7177
750,North Hills,USA,CA,91343,Misty Crest,2351
751,Glendale,USA,AZ,85301,Quiet Leaf Corner,1525
752,Caguas,Puerto Rico,PR,725,Noble Lane,357
753,Caguas,Puerto Rico,PR,725,Clear Hills Way,5346
754,Beloit,USA,WI,53511,Sunny Barn Gardens,6876
755,Honolulu,USA,HI,96818,Cozy Bear Mountain,7136
756,Compton,USA,CA,90221,Umber Forest,75
757,Caguas,Puerto Rico,PR,725,Fallen Trace,6121
758,Caguas,Puerto Rico,PR,725,Little Bear Chase,139
759,Caguas,Puerto Rico,PR,725,Bright Manor,5270
760,Broomfield,USA,CO,80020,Little Goose Field,9761
761,Los Angeles,USA,CA,90023,Amber Hills Crossing,805
762,Highland Park,USA,MI,48203,Old Limits ,1621
763,Caguas,Puerto Rico,PR,725,Golden Green ,8297
764,Chicago,USA,IL,60618,Hazy Lake Acres,7800
765,Caguas,Puerto Rico,PR,725,Bright Zephyr Ledge,3867
766,Caguas,Puerto Rico,PR,725,Rustic Anchor Boulevard,5424
767,Caguas,Puerto Rico,PR,725,Foggy Alley,7477
768,Caguas,Puerto Rico,PR,725,Amber Place,6159
769,Caguas,Puerto Rico,PR,725,Dusty Byway,4490
770,Caguas,Puerto Rico,PR,725,High Pony Village,5937
771,Amarillo,USA,TX,79109,Crystal Alley ,5763
772,Pompano Beach,USA,FL,33068,Grand Campus,5875
773,Caguas,Puerto Rico,PR,725,Broad Falls,3212
774,Honolulu,USA,HI,96817,Dusty Beacon Maze,1070
775,Caguas,Puerto Rico,PR,725,Fallen Wagon  Pike,5319
776,Caguas,Puerto Rico,PR,725,Tawny Spring Glen,3408
777,Buffalo,USA,NY,14221,Rustic Branch Dale,8382
778,Caguas,Puerto Rico,PR,725,Rocky Fox Pike,7542
779,Caguas,Puerto Rico,PR,725,Iron End ,8768
780,Lake Forest,USA,CA,92630,Stony Range,2792
781,Glendale,USA,AZ,85308,Round Square,2584
782,Philadelphia,USA,PA,19148,Tawny Via,1723
783,Caguas,Puerto Rico,PR,725,Easy Fawn Nook,3939
784,Plainfield,USA,NJ,7060,Blue Manor,9526
785,Ontario,USA,CA,91764,Hidden Berry Campus,9929
786,College Station,USA,TX,77840,Blue Close,6080
787,Caguas,Puerto Rico,PR,725,Harvest Towers,8840
788,Peabody,USA,MA,1960,Dusty Bear Autoroute,8671
789,Bronx,USA,NY,10472,Fallen Heath,8284
790,Philadelphia,USA,PA,19145,Wishing Pony Cove,593
791,Flushing,USA,NY,11354,Cozy Pike,8799
792,Caguas,Puerto Rico,PR,725,Dewy Promenade ,9453
793,Caguas,Puerto Rico,PR,725,Crystal Blossom Dale,2777
794,Saint Louis,USA,MO,63129,Emerald Route,9317
795,Irving,USA,TX,75061,Honey Pond Inlet,555
796,Raleigh,USA,NC,27606,Pleasant Parade,2737
797,Caguas,Puerto Rico,PR,725,Harvest Woods,6138
798,Opa Locka,USA,FL,33055,Jagged Cape ,814
799,Santa Ana,USA,CA,92705,Lazy Thicket,2239
800,Jersey City,USA,NJ,7307,Colonial Pioneer Run,131
801,San Diego,USA,CA,92115,Misty Street,628
802,Brooklyn,USA,NY,11215,Blue Spring Glen,3099
803,Round Rock,USA,TX,78664,Fallen Trace,2306
804,Caguas,Puerto Rico,PR,725,Golden View Pike,9393
805,La Crosse,USA,WI,54601,Golden Point ,6063
806,Jacksonville,USA,FL,32225,Wishing Rise Mall ,7320
807,Caguas,Puerto Rico,PR,725,Colonial Carrefour,414
808,Stockton,USA,CA,95206,Blue Impasse ,987
809,Caguas,Puerto Rico,PR,725,Little Ledge,2717
810,Caguas,Puerto Rico,PR,725,Honey Terrace,2857
811,Ypsilanti,USA,MI,48197,Tawny Creek Line,623
812,Caguas,Puerto Rico,PR,725,Golden Estates,7432
813,Caguas,Puerto Rico,PR,725,Silent Diversion,5016
814,Cleveland,USA,OH,44120,Dewy Glen,260
815,Bakersfield,USA,CA,93308,Lazy Pine Bay,4915
816,Buffalo,USA,NY,14221,Noble Island,4271
817,College Station,USA,TX,77840,Emerald Route ,9317
818,Merced,USA,CA,95340,Dewy Jetty,6146
819,Caguas,Puerto Rico,PR,725,Velvet Cider Link,5703
820,Caguas,Puerto Rico,PR,725,Golden Carrefour,937
821,Caguas,Puerto Rico,PR,725,Sleepy Sky Common,5336
822,Los Angeles,USA,CA,90011,Burning Freeway,3445
823,Caguas,Puerto Rico,PR,725,Cinder Terrace,538
824,Bakersfield,USA,CA,93309,Burning Lake Carrefour,8370
825,Memphis,USA,TN,38128,Noble Mews,4365
826,Los Angeles,USA,CA,90023,Green Avenue,4609
827,Apopka,USA,FL,32703,Cinder Autumn Expressway,9790
828,Caguas,Puerto Rico,PR,725,Misty Willow Point,8944
829,Caguas,Puerto Rico,PR,725,Lost Blossom Farms,4114
830,San Bernardino,USA,CA,92410,Round Barn Acres,9218
831,Caguas,Puerto Rico,PR,725,Harvest Lane,1927
832,Simi Valley,USA,CA,93065,Fallen Range,6231
833,South Ozone Park,USA,NY,11420,Stony Valley,5723
834,Caguas,Puerto Rico,PR,725,Bright Dale Pointe,8696
835,Las Vegas,USA,NV,89108,Quaking Cider Highway,5735
836,Yonkers,USA,NY,10701,Wishing Pointe,3152
837,Brighton,USA,MA,2135,Middle Plaza,5186
838,Detroit,USA,MI,48224,Stony Avenue,8341
839,Frankfort,USA,KY,40601,Old Edge,4311
840,Bellflower,USA,CA,90706,Green Glen,3032
841,Sanford,USA,NC,27330,Burning Round,4466
842,Lawrence,USA,MA,1841,Clear Gardens,599
843,Caguas,Puerto Rico,PR,725,Cozy Rabbit Villas,62
844,Caguas,Puerto Rico,PR,725,Iron Pond Byway,186
845,Columbia,USA,MO,65203,Quiet Mountain Rise,6797
846,Caguas,Puerto Rico,PR,725,Noble Blossom Wynd,6036
847,Lynwood,USA,CA,90262,Rustic Common,8263
848,Lawton,USA,OK,73505,Crystal Campus,5753
849,Caguas,Puerto Rico,PR,725,Silent Dale Pointe,593
850,Fairfield,USA,CA,94533,High Pony Village,5937
851,Caguas,Puerto Rico,PR,725,Colonial Gate Field,7797
852,Caguas,Puerto Rico,PR,725,Silver Byway,260
853,Detroit,USA,MI,48205,Gentle Cove,2125
854,Detroit,USA,MI,48234,Lost Arbor,5057
855,Chicago,USA,IL,60647,Lazy Anchor Boulevard,8399
856,Caguas,Puerto Rico,PR,725,Velvet Branch Ramp,669
857,Caguas,Puerto Rico,PR,725,Cozy Valley,7155
858,Caguas,Puerto Rico,PR,725,Dewy Towers,6468
859,Indio,USA,CA,92201,Rustic Cider Pointe,18
860,Tempe,USA,AZ,85283,Old Prairie Corner,1915
861,Carrollton,USA,TX,75006,Stony Fawn Glade,6317
862,Trujillo Alto,Puerto Rico,PR,976,Amber Bluff Expressway,5795
863,Henrico,USA,VA,23233,Rocky Stead,2650
864,Apopka,USA,FL,32703,Dusty Island,342
865,Caguas,Puerto Rico,PR,725,Clear Maze,6759
866,Bakersfield,USA,CA,93307,Silent Bluff Street,7628
867,Brooklyn,USA,NY,11229,Middle Jetty,797
868,Caguas,Puerto Rico,PR,725,Quaking Gate Bend,6036
869,Highland,USA,CA,92346,Cinder Meadow,9086
870,Caguas,Puerto Rico,PR,725,Bright Estates ,507
871,Caguas,Puerto Rico,PR,725,Gentle Leaf Ledge,1656
872,Fairfield,USA,OH,45014,Cozy Meadow,690
873,Caguas,Puerto Rico,PR,725,Dewy Impasse ,2805
874,Campbell,USA,CA,95008,Little Anchor Maze,8877
875,Caguas,Puerto Rico,PR,725,Blue Promenade,9595
876,Newark,USA,DE,19711,Clear Log Heath,9671
877,Powder Springs,USA,GA,30127,Misty Place,7775
878,Denton,USA,TX,76201,Velvet Hickory Crest,2355
879,Cleveland,USA,OH,44118,Velvet Walk,8627
880,Caguas,Puerto Rico,PR,725,Umber Expressway,7334
881,Hamtramck,USA,MI,48212,Dewy Sky Ledge,3696
882,Corona,USA,NY,11368,Foggy Bluff Autoroute,7887
883,Caguas,Puerto Rico,PR,725,Green By-pass,2122
884,Caguas,Puerto Rico,PR,725,Indian Inlet,2337
885,Brooklyn,USA,NY,11212,Dusty Island Avenue,6864
886,Cordova,USA,TN,38018,Jagged Towers,9276
887,Phoenix,USA,AZ,85022,Noble Deer Route,5530
888,Annapolis,USA,MD,21401,Sunny Front,2236
889,Mechanicsburg,USA,PA,17055,Foggy Bear Island,9053
890,Caguas,Puerto Rico,PR,725,Shady Island,7373
891,Caguas,Puerto Rico,PR,725,Rustic Route,9706
892,Sunnyvale,USA,CA,94087,Dusty Beacon Walk,7381
893,San Diego,USA,CA,92115,Cotton Highway,9871
894,Caguas,Puerto Rico,PR,725,Shady Blossom Lane,7940
895,Brooklyn,USA,NY,11204,Indian Walk,4569
896,Caguas,Puerto Rico,PR,725,Velvet Branch Pike,6018
897,Mesquite,USA,TX,75149,Pleasant Thicket,5468
898,Caguas,Puerto Rico,PR,725,Emerald Alley,3680
899,Caguas,Puerto Rico,PR,725,Green Nook,2456
900,Caguas,Puerto Rico,PR,725,Heather Estates,3261
901,San Jose,USA,CA,95123,Dewy Quail Wharf,1507
902,Caguas,Puerto Rico,PR,725,Rocky Terrace,1564
903,Jonesboro,USA,AR,72401,Grand Forest Alley,5961
904,San Juan,Puerto Rico,PR,921,Cinder Pike,1944
905,Caguas,Puerto Rico,PR,725,Easy Autumn Centre,1663
906,Beloit,USA,WI,53511,Crystal Parade,326
